DATE,BSCICP03BRM665S
2011-05-01,102.152521062199
2011-06-01,101.77478026268
2011-07-01,101.320713335218
2011-08-01,100.917805235481
2011-09-01,100.674281814586
2011-10-01,100.617616249414
2011-11-01,100.628451350567
2011-12-01,100.720865931328
2012-01-01,100.825138964546
2012-02-01,100.798535372859
2012-03-01,100.7338344794
2012-04-01,100.676332486539
2012-05-01,100.636943183853
2012-06-01,100.615299817325
2012-07-01,100.690744577521
2012-08-01,100.923571533305
2012-09-01,101.176381500666
2012-10-01,101.345656756347
2012-11-01,101.401352121596
2012-12-01,101.475620633942
2013-01-01,101.514717130829
2013-02-01,101.479930726557
2013-03-01,101.428888748204
2013-04-01,101.395542583429
2013-05-01,101.303609164178
2013-06-01,101.103117502445
2013-07-01,100.845142047691
2013-08-01,100.710293730272
2013-09-01,100.630293128483
2013-10-01,100.543219218779
2013-11-01,100.4907100394
2013-12-01,100.46423573445
2014-01-01,100.388807485957
2014-02-01,100.23545212797
2014-03-01,100.010640085907
2014-04-01,99.6344397452527
2014-05-01,99.0793291844726
2014-06-01,98.5915959591964
2014-07-01,98.2832442005046
2014-08-01,98.1209260471293
2014-09-01,98.1482930949944
2014-10-01,98.269913190326
2014-11-01,98.3615038764297
2014-12-01,98.3547130403211
2015-01-01,98.214328473943
2015-02-01,97.841868339293
2015-03-01,97.2331657966314
2015-04-01,96.6788285208292
2015-05-01,96.2377371632356
2015-06-01,95.9473813908756
2015-07-01,95.8865498837789
2015-08-01,95.915284128773
2015-09-01,96.0625111013537
2015-10-01,96.2737082168988
2015-11-01,96.3840767908983
2015-12-01,96.4577469019764
2016-01-01,96.4538080140995
2016-02-01,96.3762396692905
2016-03-01,96.3982508083178
2016-04-01,96.5786468170691
2016-05-01,96.8742185111846
2016-06-01,97.3205474257408
2016-07-01,97.7880343066251
2016-08-01,98.1031722363772
2016-09-01,98.2862622883433
2016-10-01,98.2706757205846
2016-11-01,98.2013656551573
2016-12-01,98.192452718418
2017-01-01,98.3449349209607
2017-02-01,98.5147997287323
2017-03-01,98.7109438390577
2017-04-01,98.8221080018862
2017-05-01,98.8335343933921
2017-06-01,98.784602700466
2017-07-01,98.8778041620215
2017-08-01,99.1148717779951
2017-09-01,99.461579775245
2017-10-01,99.8514768571995
2017-11-01,100.200379505043
2017-12-01,100.429276379684
2018-01-01,100.545427219672
2018-02-01,100.602666646683
2018-03-01,100.619653449199
2018-04-01,100.557031279149
2018-05-01,100.455242405871
2018-06-01,100.342349329689
2018-07-01,100.284223469699
2018-08-01,100.153437003347
2018-09-01,99.9281895920433
2018-10-01,99.7714946620206
2018-11-01,99.7576250225647
2018-12-01,99.8224070540734
2019-01-01,99.9662910276446
2019-02-01,100.051968578926
2019-03-01,100.03889009481
2019-04-01,99.9835874712995
2019-05-01,99.8635519174962
2019-06-01,99.7357369500897
2019-07-01,99.6673932670292
2019-08-01,99.6746830347976
2019-09-01,99.7222233241508
2019-10-01,99.8533968369914
2019-11-01,100.142811617015
2019-12-01,100.47912722772
2020-01-01,100.533640899835
2020-02-01,99.8539734663693
2020-03-01,98.0675566179555
2020-04-01,95.6473006454609
2020-05-01,95.0272088770254
2020-06-01,96.2630093512806
2020-07-01,98.2026485643515
2020-08-01,100.036901012097
2020-09-01,101.458137520325
2020-10-01,102.356878299938
2020-11-01,102.77656138512
2020-12-01,102.788804636082
2021-01-01,102.40052382866
2021-02-01,101.851290516292
2021-03-01,101.382410611554
2021-04-01,101.201355596298
2021-05-01,101.314240138677
2021-06-01,101.586476675583
2021-07-01,101.750291303086
2021-08-01,101.717289341753
2021-09-01,101.552241203784
2021-10-01,101.265283488725
2021-11-01,100.873766750457
2021-12-01,100.482812470288
2022-01-01,100.143627878488
2022-02-01,99.9004589978533
2022-03-01,99.8373741843891
2022-04-01,100.029031956835
2022-05-01,100.311364759012
2022-06-01,100.502722671307
2022-07-01,100.517142030583
2022-08-01,100.430988445345
2022-09-01,100.176136385346
2022-10-01,99.7637232614703
2022-11-01,99.4014009910847
2022-12-01,99.2521467723714
2023-01-01,99.1773831288233
2023-02-01,99.0926328699205
