DATE,BSCICP03USM665S
1976-04-01,101.45979210978
1976-05-01,101.278447498544
1976-06-01,100.997144804184
1976-07-01,100.63385073099
1976-08-01,100.306561047431
1976-09-01,100.080983454172
1976-10-01,99.9839769688276
1976-11-01,100.027368612845
1976-12-01,100.282542018364
1977-01-01,100.433523971452
1977-02-01,100.620287052401
1977-03-01,100.884245869886
1977-04-01,101.026329736994
1977-05-01,101.105231722261
1977-06-01,100.959056605275
1977-07-01,100.754119489017
1977-08-01,100.481002440751
1977-09-01,100.361252514658
1977-10-01,100.492798202491
1977-11-01,100.745520574811
1977-12-01,100.965975770442
1978-01-01,100.881597773555
1978-02-01,100.709704722018
1978-03-01,100.70384782062
1978-04-01,100.989436215314
1978-05-01,101.367832988245
1978-06-01,101.636049482179
1978-07-01,101.768795489717
1978-08-01,101.717516394826
1978-09-01,101.658751099558
1978-10-01,101.619471427711
1978-11-01,101.580683177066
1978-12-01,101.427034277291
1979-01-01,101.254617582416
1979-02-01,101.098680079379
1979-03-01,100.904278676521
1979-04-01,100.614964071168
1979-05-01,100.255092760059
1979-06-01,99.8828734674072
1979-07-01,99.5467166432623
1979-08-01,99.2763498218982
1979-09-01,99.1051241471539
1979-10-01,98.9368593810497
1979-11-01,98.739487457017
1979-12-01,98.5788099750865
1980-01-01,98.5916913410605
1980-02-01,98.4293641368908
1980-03-01,97.5583980535087
1980-04-01,96.3197422344363
1980-05-01,95.3201113790905
1980-06-01,95.2807330957219
1980-07-01,96.2435484778784
1980-08-01,97.8123512941484
1980-09-01,99.2436128948472
1980-10-01,100.23155663678
1980-11-01,100.508118692899
1980-12-01,100.065569748619
1981-01-01,99.485235664818
1981-02-01,99.2143167408453
1981-03-01,99.2943424158532
1981-04-01,99.5424186788255
1981-05-01,99.650545421458
1981-06-01,99.3858977449065
1981-07-01,98.908638908389
1981-08-01,98.4088674081283
1981-09-01,97.6871606744287
1981-10-01,97.0130326277131
1981-11-01,96.5464034600328
1981-12-01,96.451280719633
1982-01-01,96.4880912176775
1982-02-01,96.4899077029113
1982-03-01,96.4153098775603
1982-04-01,96.368985790583
1982-05-01,96.3400614857317
1982-06-01,96.4726038733896
1982-07-01,96.578933830244
1982-08-01,96.6347844092366
1982-09-01,96.6953887611954
1982-10-01,96.8172116773564
1982-11-01,97.109434629834
1982-12-01,97.7466401263772
1983-01-01,98.6317530009192
1983-02-01,99.5658785425315
1983-03-01,100.080561732435
1983-04-01,100.386763495212
1983-05-01,100.748088116476
1983-06-01,101.241835115551
1983-07-01,101.823614315441
1983-08-01,102.147449142561
1983-09-01,102.351488014495
1983-10-01,102.622080120444
1983-11-01,102.855229278374
1983-12-01,102.811941520306
1984-01-01,102.243761990162
1984-02-01,101.810359962784
1984-03-01,101.540427796396
1984-04-01,101.444425987865
1984-05-01,101.246486255431
1984-06-01,100.951188795438
1984-07-01,100.503472931108
1984-08-01,99.9718451801026
1984-09-01,99.5477375491335
1984-10-01,99.3821810518988
1984-11-01,99.3373769854724
1984-12-01,99.3315964554273
1985-01-01,99.271895049831
1985-02-01,99.1271470047493
1985-03-01,98.920492974384
1985-04-01,98.7844165622111
1985-05-01,98.696622903139
1985-06-01,98.7057865896259
1985-07-01,98.7727486674056
1985-08-01,98.9182780984022
1985-09-01,99.1785275614373
1985-10-01,99.414668264261
1985-11-01,99.5458338072091
1985-12-01,99.53715826524
1986-01-01,99.5152073083325
1986-02-01,99.4852213231373
1986-03-01,99.4651557623136
1986-04-01,99.4708313727532
1986-05-01,99.5359997564036
1986-06-01,99.4152353395104
1986-07-01,99.3482284929498
1986-08-01,99.5304314730268
1986-09-01,99.6196183058853
1986-10-01,99.5849042177883
1986-11-01,99.5727230452873
1986-12-01,99.6725267814871
1987-01-01,99.9289667485464
1987-02-01,100.085164712077
1987-03-01,100.312659567467
1987-04-01,100.539598171176
1987-05-01,100.761269569006
1987-06-01,100.925255784824
1987-07-01,101.090864356994
1987-08-01,101.309977879531
1987-09-01,101.483863308416
1987-10-01,101.547580251811
1987-11-01,101.475438569055
1987-12-01,101.351788698196
1988-01-01,101.0172236475
1988-02-01,100.685422193015
1988-03-01,100.493088182246
1988-04-01,100.540319568329
1988-05-01,100.724256365017
1988-06-01,100.960863802435
1988-07-01,100.933741894929
1988-08-01,100.709397386122
1988-09-01,100.517768993067
1988-10-01,100.483378588371
1988-11-01,100.503109294436
1988-12-01,100.482356794537
1989-01-01,100.337716505238
1989-02-01,100.107407590238
1989-03-01,99.8044808293516
1989-04-01,99.5126202625891
1989-05-01,99.1062051104104
1989-06-01,98.6990954898878
1989-07-01,98.4009290907902
1989-08-01,98.275873226385
1989-09-01,98.3269409337319
1989-10-01,98.4417038101996
1989-11-01,98.5429852124928
1989-12-01,98.6534404080731
1990-01-01,98.7942751728659
1990-02-01,99.009297866596
1990-03-01,99.1792489110225
1990-04-01,99.232717787444
1990-05-01,99.1555350201593
1990-06-01,98.9597211785328
1990-07-01,98.6485802518484
1990-08-01,98.3452598554784
1990-09-01,98.0210273169309
1990-10-01,97.6865006797897
1990-11-01,97.3571951864859
1990-12-01,97.0966174951199
1991-01-01,96.9196314815316
1991-02-01,96.9409465382358
1991-03-01,97.1934175322342
1991-04-01,97.6515655052829
1991-05-01,98.2705391002132
1991-06-01,98.9987420360884
1991-07-01,99.5399634475366
1991-08-01,99.9254119010648
1991-09-01,100.039747619069
1991-10-01,99.7512452314833
1991-11-01,99.2458156274994
1991-12-01,98.9119865304003
1992-01-01,99.0392884760493
1992-02-01,99.5468011908657
1992-03-01,99.9679410386061
1992-04-01,100.153513743793
1992-05-01,100.27651423521
1992-06-01,100.198196370992
1992-07-01,100.040026680279
1992-08-01,99.7912267792219
1992-09-01,99.5341966971591
1992-10-01,99.5812253852407
1992-11-01,99.9020592945084
1992-12-01,100.211380958731
1993-01-01,100.387765075175
1993-02-01,100.298864111298
1993-03-01,99.9837102440812
1993-04-01,99.6071090529922
1993-05-01,99.3936894529362
1993-06-01,99.2647148953076
1993-07-01,99.2756817529065
1993-08-01,99.3866078217904
1993-09-01,99.5855727345916
1993-10-01,99.8898812840632
1993-11-01,100.169516388764
1993-12-01,100.425695384225
1994-01-01,100.600906432189
1994-02-01,100.726251337903
1994-03-01,100.835906016092
1994-04-01,100.953864977684
1994-05-01,101.073958165554
1994-06-01,101.153981385374
1994-07-01,101.174946145622
1994-08-01,101.195563708681
1994-09-01,101.264026695135
1994-10-01,101.285302128277
1994-11-01,101.176847232517
1994-12-01,100.937005514185
1995-01-01,100.708625900317
1995-02-01,100.323950223921
1995-03-01,99.8244252581623
1995-04-01,99.3297671875805
1995-05-01,98.86495021927
1995-06-01,98.7203573825438
1995-07-01,98.8405393299152
1995-08-01,98.7894641459362
1995-09-01,98.7063935671546
1995-10-01,98.5499145405968
1995-11-01,98.4051885874091
1995-12-01,98.3265805306115
1996-01-01,98.3030414203971
1996-02-01,98.4039702263878
1996-03-01,98.6458277984465
1996-04-01,98.9808795746304
1996-05-01,99.2795167939925
1996-06-01,99.5332338040627
1996-07-01,99.5111550845131
1996-08-01,99.5151227689597
1996-09-01,99.5274781035562
1996-10-01,99.6330334537823
1996-11-01,99.8946275774171
1996-12-01,100.113063003397
1997-01-01,100.12595887033
1997-02-01,100.082508827212
1997-03-01,100.116734867686
1997-04-01,100.23401222376
1997-05-01,100.433768474734
1997-06-01,100.569788312643
1997-07-01,100.68848637494
1997-08-01,100.623872864764
1997-09-01,100.506556086245
1997-10-01,100.514505655879
1997-11-01,100.452340197383
1997-12-01,100.303824734206
1998-01-01,100.13711099863
1998-02-01,99.9842383531109
1998-03-01,99.8509223764518
1998-04-01,99.6676666029497
1998-05-01,99.4230784990535
1998-06-01,99.1902000874644
1998-07-01,99.0796636307133
1998-08-01,99.0242124730297
1998-09-01,98.9564911325511
1998-10-01,98.8869143374921
1998-11-01,98.8368810957071
1998-12-01,98.9083514897495
1999-01-01,99.2217905262262
1999-02-01,99.5308474429512
1999-03-01,99.7607960549375
1999-04-01,99.9460745010185
1999-05-01,100.157261781264
1999-06-01,100.293381432413
1999-07-01,100.31907181735
1999-08-01,100.464734651243
1999-09-01,100.707651289916
1999-10-01,100.895334437791
1999-11-01,100.995804835901
1999-12-01,100.954743870994
2000-01-01,100.796784083793
2000-02-01,100.599316498446
2000-03-01,100.403853746383
2000-04-01,100.211736745284
2000-05-01,99.977836544773
2000-06-01,99.7578355705407
2000-07-01,99.6058596475679
2000-08-01,99.3909571616077
2000-09-01,99.1956716455054
2000-10-01,98.9480794245219
2000-11-01,98.5722393754636
2000-12-01,98.0116063628061
2001-01-01,97.5600355307804
2001-02-01,97.3911929056728
2001-03-01,97.4496792657006
2001-04-01,97.5526191306609
2001-05-01,97.6674425791936
2001-06-01,97.9210347762514
2001-07-01,98.2158979827344
2001-08-01,98.4249169281529
2001-09-01,98.2758386320329
2001-10-01,97.9492970839943
2001-11-01,98.0933842689544
2001-12-01,98.5361044641734
2002-01-01,99.1500915861649
2002-02-01,99.7909929297396
2002-03-01,100.221511129678
2002-04-01,100.389635835084
2002-05-01,100.401647322192
2002-06-01,100.219484518049
2002-07-01,99.8280765412915
2002-08-01,99.5520127772066
2002-09-01,99.4157284441311
2002-10-01,99.3523147220788
2002-11-01,99.4294745997598
2002-12-01,99.6215041763147
2003-01-01,99.5527897557457
2003-02-01,99.1800755313157
2003-03-01,98.7939243706605
2003-04-01,98.7413135641229
2003-05-01,99.0271602383977
2003-06-01,99.3893500415552
2003-07-01,99.7975162157772
2003-08-01,100.20293918663
2003-09-01,100.53390220159
2003-10-01,101.007640470744
2003-11-01,101.552781488485
2003-12-01,101.963307361965
2004-01-01,102.115621661877
2004-02-01,102.11847051113
2004-03-01,102.115792527961
2004-04-01,102.126944827284
2004-05-01,102.071798882339
2004-06-01,101.916513374775
2004-07-01,101.706262261111
2004-08-01,101.406669981491
2004-09-01,101.114062573352
2004-10-01,100.929120259805
2004-11-01,100.890798802001
2004-12-01,100.892257270849
2005-01-01,100.741597383296
2005-02-01,100.541508967753
2005-03-01,100.324318646459
2005-04-01,100.09515310163
2005-05-01,99.9818757612903
2005-06-01,100.127984166814
2005-07-01,100.357529743542
2005-08-01,100.52220272195
2005-09-01,100.809815644589
2005-10-01,100.929511911581
2005-11-01,100.832957389846
2005-12-01,100.617062024605
2006-01-01,100.44119133322
2006-02-01,100.361957836174
2006-03-01,100.329748720571
2006-04-01,100.312795094149
2006-05-01,100.172455951486
2006-06-01,100.038857856195
2006-07-01,99.9804586353811
2006-08-01,99.8910488115882
2006-09-01,99.7050759730119
2006-10-01,99.50947247578
2006-11-01,99.3709422267524
2006-12-01,99.3522211528643
2007-01-01,99.3367571513498
2007-02-01,99.4509529763782
2007-03-01,99.5864369138763
2007-04-01,99.7790602831921
2007-05-01,99.8940704717086
2007-06-01,99.9042630137349
2007-07-01,99.7749714019894
2007-08-01,99.5883818164893
2007-09-01,99.4262280729508
2007-10-01,99.309784544942
2007-11-01,99.2050947580195
2007-12-01,99.1169970392512
2008-01-01,99.1041427901949
2008-02-01,99.0084081498899
2008-03-01,98.983359449092
2008-04-01,99.0519587669141
2008-05-01,99.1988662670817
2008-06-01,99.3018408801112
2008-07-01,99.2090115880026
2008-08-01,98.7704100821258
2008-09-01,97.8859642983576
2008-10-01,96.9216820444719
2008-11-01,96.1593525608028
2008-12-01,95.7296063637728
2009-01-01,95.7689620104394
2009-02-01,95.9976929130561
2009-03-01,96.3978438039584
2009-04-01,97.0069177114332
2009-05-01,97.674650218219
2009-06-01,98.3506506934716
2009-07-01,99.0443703835873
2009-08-01,99.6198773851571
2009-09-01,99.9540163373194
2009-10-01,100.190362924174
2009-11-01,100.315413408674
2009-12-01,100.549938643383
2010-01-01,100.887665408681
2010-02-01,101.129765719893
2010-03-01,101.331755808994
2010-04-01,101.269963393087
2010-05-01,100.979327575337
2010-06-01,100.635848232986
2010-07-01,100.443700022361
2010-08-01,100.418264759073
2010-09-01,100.533443871666
2010-10-01,100.769511543396
2010-11-01,101.020353478121
2010-12-01,101.216085284345
2011-01-01,101.36364296082
2011-02-01,101.418304725769
2011-03-01,101.315476368308
2011-04-01,101.050536754407
2011-05-01,100.624741034954
2011-06-01,100.354996016622
2011-07-01,100.066672564597
2011-08-01,99.8789618260843
2011-09-01,99.7534086922984
2011-10-01,99.659204658486
2011-11-01,99.6763230792281
2011-12-01,99.7982907819327
2012-01-01,99.9374875245798
2012-02-01,100.049774956362
2012-03-01,100.10738926747
2012-04-01,100.076325271249
2012-05-01,99.8811399715836
2012-06-01,99.5929417085169
2012-07-01,99.4228145515424
2012-08-01,99.4047338435479
2012-09-01,99.4087682083886
2012-10-01,99.3160854082827
2012-11-01,99.2615146423178
2012-12-01,99.434796926238
2013-01-01,99.7540519241467
2013-02-01,99.9166744494462
2013-03-01,99.7750336999965
2013-04-01,99.5549546670774
2013-05-01,99.5265834366325
2013-06-01,99.7536907739809
2013-07-01,100.077207597291
2013-08-01,100.358893088438
2013-09-01,100.494086046983
2013-10-01,100.533541211779
2013-11-01,100.503400545447
2013-12-01,100.365738069587
2014-01-01,100.183207802022
2014-02-01,100.23428835417
2014-03-01,100.343933816147
2014-04-01,100.437775923736
2014-05-01,100.499732231867
2014-06-01,100.545417642491
2014-07-01,100.649859610391
2014-08-01,100.789723340127
2014-09-01,100.806123453595
2014-10-01,100.825207222441
2014-11-01,100.726143249413
2014-12-01,100.458305876812
2015-01-01,100.185174916482
2015-02-01,99.9693081817829
2015-03-01,99.8212936630535
2015-04-01,99.7811089913996
2015-05-01,99.8419571725608
2015-06-01,99.8335261091629
2015-07-01,99.6974085968469
2015-08-01,99.4955333876669
2015-09-01,99.2772681605738
2015-10-01,99.0795338242212
2015-11-01,98.920890959198
2015-12-01,98.8647668834652
2016-01-01,98.9539197325183
2016-02-01,99.1768910211766
2016-03-01,99.4236885515014
2016-04-01,99.554247544457
2016-05-01,99.6672443147637
2016-06-01,99.7453584930825
2016-07-01,99.6543656481379
2016-08-01,99.4909627996341
2016-09-01,99.5392539922835
2016-10-01,99.7167810327571
2016-11-01,99.9970077452424
2016-12-01,100.321464444913
2017-01-01,100.610953645763
2017-02-01,100.777361538224
2017-03-01,100.725601208639
2017-04-01,100.568308681056
2017-05-01,100.565513854389
2017-06-01,100.743903946335
2017-07-01,100.922036198527
2017-08-01,101.182066260682
2017-09-01,101.355347761117
2017-10-01,101.322849206748
2017-11-01,101.290230052374
2017-12-01,101.349563806841
2018-01-01,101.399867794983
2018-02-01,101.424037580448
2018-03-01,101.304035706636
2018-04-01,101.177825845501
2018-05-01,101.223106494069
2018-06-01,101.335163265857
2018-07-01,101.395438541102
2018-08-01,101.495742872273
2018-09-01,101.40720426061
2018-10-01,101.197335936514
2018-11-01,100.982306793913
2018-12-01,100.666034266155
2019-01-01,100.513899524386
2019-02-01,100.348126081003
2019-03-01,100.215525736606
2019-04-01,99.9928250612266
2019-05-01,99.7882802805606
2019-06-01,99.6039309891945
2019-07-01,99.3832197818699
2019-08-01,99.1056700309056
2019-09-01,98.8955077010924
2019-10-01,98.82843565245
2019-11-01,98.8503635497229
2019-12-01,98.956569303452
2020-01-01,99.1249354157303
2020-02-01,99.007982320099
2020-03-01,98.5939637732529
2020-04-01,98.1444769227828
2020-05-01,98.3843020691615
2020-06-01,99.2471307512763
2020-07-01,99.9944266558264
2020-08-01,100.482295391381
2020-09-01,100.772874639604
2020-10-01,101.04998723245
2020-11-01,101.194054633027
2020-12-01,101.379281603699
2021-01-01,101.526066992765
2021-02-01,101.788313118368
2021-03-01,102.003118566677
2021-04-01,101.899307514495
2021-05-01,101.756921541902
2021-06-01,101.614315544997
2021-07-01,101.52263310092
2021-08-01,101.553905193842
2021-09-01,101.646135995698
2021-10-01,101.661702287206
2021-11-01,101.564137197842
2021-12-01,101.335310278879
2022-01-01,101.140246228205
2022-02-01,101.017922725622
2022-03-01,100.829737820177
2022-04-01,100.606012217599
2022-05-01,100.397906008459
2022-06-01,100.120040336484
2022-07-01,99.9155287570972
2022-08-01,99.7388886763305
2022-09-01,99.515717173235
2022-10-01,99.3193310806498
2022-11-01,99.1679987970624
2022-12-01,99.0644012297917
2023-01-01,98.9900389291737
2023-02-01,98.9415760203732
