DATE,BSCICP03GBM665S
1993-03-01,98.8348690729809
1993-04-01,99.3703426119837
1993-05-01,99.6016688836206
1993-06-01,99.5454655545245
1993-07-01,99.5031283478159
1993-08-01,99.7904467304923
1993-09-01,99.9896549532348
1993-10-01,99.9515506779588
1993-11-01,100.065596063016
1993-12-01,100.219749564899
1994-01-01,100.46293756306
1994-02-01,100.642463119112
1994-03-01,100.644748711117
1994-04-01,100.709979035102
1994-05-01,101.039929725601
1994-06-01,101.36080984599
1994-07-01,101.621526729162
1994-08-01,102.056762007093
1994-09-01,102.251744650488
1994-10-01,102.411832739922
1994-11-01,102.62327448094
1994-12-01,102.813684808222
1995-01-01,102.899751680992
1995-02-01,102.984308124642
1995-03-01,102.853616416345
1995-04-01,102.629681261842
1995-05-01,102.45579014198
1995-06-01,102.050781845833
1995-07-01,101.674764016691
1995-08-01,101.481831179662
1995-09-01,101.216839473591
1995-10-01,100.862289066341
1995-11-01,100.477282108791
1995-12-01,100.201870143867
1996-01-01,100.22674892968
1996-02-01,100.204217472382
1996-03-01,100.051994442094
1996-04-01,99.8239019631527
1996-05-01,99.7186684442021
1996-06-01,99.9353617096578
1996-07-01,100.321936584499
1996-08-01,100.768557044088
1996-09-01,101.149859401877
1996-10-01,101.394179072495
1996-11-01,101.390314049486
1996-12-01,101.054512728691
1997-01-01,100.872955314464
1997-02-01,100.894944996761
1997-03-01,101.022371327785
1997-04-01,100.960390377974
1997-05-01,100.785288664099
1997-06-01,100.750930062282
1997-07-01,100.950577730384
1997-08-01,101.120181966666
1997-09-01,101.35923382518
1997-10-01,101.585874964175
1997-11-01,101.5253699176
1997-12-01,101.338255249738
1998-01-01,101.027423770799
1998-02-01,100.769185016148
1998-03-01,100.373381371843
1998-04-01,99.8168114085794
1998-05-01,99.1475049729531
1998-06-01,98.5447113136434
1998-07-01,97.9995526277174
1998-08-01,97.322836985643
1998-09-01,96.713643414606
1998-10-01,96.1687838676537
1998-11-01,96.0807714081869
1998-12-01,96.4406208975184
1999-01-01,96.6888855360901
1999-02-01,96.9870825488678
1999-03-01,97.5306081923526
1999-04-01,98.3517002464545
1999-05-01,99.1245851862052
1999-06-01,99.2753675211673
1999-07-01,99.3804650377344
1999-08-01,99.9368779305076
1999-09-01,100.502427987335
1999-10-01,100.734732867136
1999-11-01,100.768176206631
1999-12-01,100.779833333748
2000-01-01,100.657696060133
2000-02-01,100.368038973938
2000-03-01,99.9902909139443
2000-04-01,99.576337098813
2000-05-01,99.346424868607
2000-06-01,99.2436042826648
2000-07-01,99.3710214813801
2000-08-01,99.543130927089
2000-09-01,99.8898915927585
2000-10-01,100.256007527387
2000-11-01,100.559512824486
2000-12-01,100.827051692915
2001-01-01,100.529555365516
2001-02-01,99.7082036047402
2001-03-01,98.9989262679002
2001-04-01,98.7157806437215
2001-05-01,98.6684960406713
2001-06-01,98.7749918256169
2001-07-01,98.7236255579115
2001-08-01,98.3182207689093
2001-09-01,97.9007504578884
2001-10-01,97.495940830933
2001-11-01,97.1023405226537
2001-12-01,96.9697585451414
2002-01-01,97.3902549543914
2002-02-01,97.902961532573
2002-03-01,98.3222884824957
2002-04-01,98.754356492114
2002-05-01,99.0052135818014
2002-06-01,99.3690877519775
2002-07-01,99.6380629743871
2002-08-01,99.6574364073251
2002-09-01,99.4858995795231
2002-10-01,99.4269983167431
2002-11-01,99.3023499505115
2002-12-01,98.9270911861066
2003-01-01,98.5817706189256
2003-02-01,98.1646953005552
2003-03-01,97.8483067584944
2003-04-01,97.7754856422023
2003-05-01,97.9089583646204
2003-06-01,98.071536091266
2003-07-01,98.0887115521692
2003-08-01,98.1202327289678
2003-09-01,98.1168746086384
2003-10-01,98.4356985695497
2003-11-01,99.1855854924557
2003-12-01,99.9154240535437
2004-01-01,100.459838847343
2004-02-01,100.537318573405
2004-03-01,100.646082864159
2004-04-01,100.788733591144
2004-05-01,101.151365596879
2004-06-01,101.212490392681
2004-07-01,101.149006564036
2004-08-01,101.188551339066
2004-09-01,101.025604560487
2004-10-01,100.906756900372
2004-11-01,100.719134910009
2004-12-01,100.660955352859
2005-01-01,100.697396254974
2005-02-01,100.471232142902
2005-03-01,99.8706945911399
2005-04-01,99.1885058692544
2005-05-01,98.7250655157998
2005-06-01,98.6017800135104
2005-07-01,98.7916677118936
2005-08-01,98.8852116102334
2005-09-01,99.1588331164011
2005-10-01,99.2836847080564
2005-11-01,99.1228382908674
2005-12-01,98.9884694608751
2006-01-01,99.0666268412394
2006-02-01,99.4652890680468
2006-03-01,99.9055898937057
2006-04-01,100.327499109978
2006-05-01,100.467572345889
2006-06-01,100.592767556447
2006-07-01,100.752510940108
2006-08-01,100.703125845037
2006-09-01,100.708917388925
2006-10-01,100.693199023886
2006-11-01,100.945760123128
2006-12-01,101.099895128943
2007-01-01,101.283899568425
2007-02-01,101.70344708463
2007-03-01,101.868580771394
2007-04-01,101.894043632208
2007-05-01,102.05595951807
2007-06-01,102.191859178373
2007-07-01,101.94681448508
2007-08-01,101.869620915232
2007-09-01,101.817968758605
2007-10-01,101.627708049458
2007-11-01,101.521269285033
2007-12-01,101.387018391706
2008-01-01,101.390195694334
2008-02-01,101.249065153873
2008-03-01,100.953026317884
2008-04-01,100.360754699712
2008-05-01,100.054578607766
2008-06-01,99.9843457109807
2008-07-01,99.4685844754744
2008-08-01,98.5482534043058
2008-09-01,97.4958096808702
2008-10-01,96.4808443175383
2008-11-01,95.6696407170841
2008-12-01,95.0386946467941
2009-01-01,94.2553253328716
2009-02-01,93.5838489843266
2009-03-01,93.4226420338885
2009-04-01,93.9582062716799
2009-05-01,94.6955591764064
2009-06-01,95.4269002701442
2009-07-01,96.086371350601
2009-08-01,96.8195691481834
2009-09-01,97.5070884175746
2009-10-01,97.9829172451003
2009-11-01,98.0643119851288
2009-12-01,98.0864882335585
2010-01-01,98.3027100044918
2010-02-01,98.541560202306
2010-03-01,98.8892352841483
2010-04-01,99.3877748239094
2010-05-01,99.8939678285226
2010-06-01,100.187975684323
2010-07-01,100.481261094267
2010-08-01,100.666757212284
2010-09-01,100.742258543498
2010-10-01,100.802797555074
2010-11-01,100.909614585264
2010-12-01,101.153115188593
2011-01-01,101.319550667108
2011-02-01,101.578260259304
2011-03-01,101.841383727412
2011-04-01,101.740057979505
2011-05-01,101.583549667094
2011-06-01,101.337251016034
2011-07-01,100.905486273634
2011-08-01,100.512034935497
2011-09-01,99.8784470947941
2011-10-01,99.2733616323765
2011-11-01,99.0792628303323
2011-12-01,99.3361144415635
2012-01-01,100.059629393176
2012-02-01,100.604358134658
2012-03-01,100.789896404171
2012-04-01,100.591161342632
2012-05-01,100.046434009383
2012-06-01,99.9391837107442
2012-07-01,100.031099085275
2012-08-01,99.9531080855802
2012-09-01,100.121247743391
2012-10-01,100.266761848428
2012-11-01,100.109896695495
2012-12-01,100.066288256032
2013-01-01,99.9699852514539
2013-02-01,99.989804058153
2013-03-01,100.133096086613
2013-04-01,100.104136398274
2013-05-01,99.9748439094717
2013-06-01,100.038293188595
2013-07-01,100.71458831991
2013-08-01,101.656650466009
2013-09-01,102.437148172001
2013-10-01,102.621159606978
2013-11-01,102.78532253291
2013-12-01,102.626809968424
2014-01-01,102.336084016257
2014-02-01,102.139852881903
2014-03-01,102.120248622371
2014-04-01,102.409009875784
2014-05-01,102.596754259294
2014-06-01,102.69625899772
2014-07-01,102.552461907873
2014-08-01,102.397466156943
2014-09-01,102.151462168714
2014-10-01,101.996679541962
2014-11-01,102.044723969167
2014-12-01,102.157332571218
2015-01-01,102.234320076453
2015-02-01,102.202181699922
2015-03-01,101.88331109836
2015-04-01,101.622667362616
2015-05-01,101.346364661126
2015-06-01,101.177930945896
2015-07-01,101.192684481516
2015-08-01,101.103966662133
2015-09-01,100.894673620562
2015-10-01,100.611501015764
2015-11-01,100.357977299266
2015-12-01,100.244684746381
2016-01-01,100.255395107929
2016-02-01,100.284421891211
2016-03-01,100.549584011392
2016-04-01,100.847514945267
2016-05-01,101.119413124759
2016-06-01,101.268530286154
2016-07-01,101.19927788377
2016-08-01,101.195807922132
2016-09-01,101.324870158676
2016-10-01,101.624147328893
2016-11-01,102.118825184091
2016-12-01,102.428237042825
2017-01-01,102.723119531123
2017-02-01,102.865317670538
2017-03-01,102.836093383205
2017-04-01,102.832486623792
2017-05-01,103.06044053958
2017-06-01,103.37478543889
2017-07-01,103.53984932382
2017-08-01,103.380431443524
2017-09-01,103.139833555574
2017-10-01,103.051445973804
2017-11-01,103.19347058703
2017-12-01,103.24395415799
2018-01-01,102.949177671518
2018-02-01,102.239294574675
2018-03-01,101.652979538766
2018-04-01,101.675843587146
2018-05-01,101.904737225644
2018-06-01,102.266987967016
2018-07-01,102.504764510397
2018-08-01,102.455210027048
2018-09-01,102.213442859291
2018-10-01,102.07330463873
2018-11-01,102.268789136212
2018-12-01,102.361257090638
2019-01-01,102.007126517472
2019-02-01,101.390497538611
2019-03-01,100.756946223463
2019-04-01,100.132991830662
2019-05-01,99.5563796598383
2019-06-01,99.2104175654942
2019-07-01,98.8195325438683
2019-08-01,98.4580851838717
2019-09-01,97.9680115635662
2019-10-01,98.1079684601149
2019-11-01,98.460463449677
2019-12-01,98.6217671161889
2020-01-01,98.6915438372494
2020-02-01,98.0885713055581
2020-03-01,96.3332643980745
2020-04-01,94.299898885181
2020-05-01,93.8438914540678
2020-06-01,94.8723341473408
2020-07-01,96.4660259963329
2020-08-01,97.3864543592411
2020-09-01,98.2738576772859
2020-10-01,98.9551233543521
2020-11-01,98.6698320235328
2020-12-01,98.4447965075557
2021-01-01,98.4074456464936
2021-02-01,99.5522788184492
2021-03-01,101.415751288098
2021-04-01,102.889285396834
2021-05-01,104.069322611606
2021-06-01,104.767268046822
2021-07-01,105.06693501435
2021-08-01,104.97002828362
2021-09-01,105.025517174625
2021-10-01,105.313593770318
2021-11-01,105.609383765332
2021-12-01,105.586673102801
2022-01-01,105.304804799061
2022-02-01,104.926516942667
2022-03-01,104.545739350202
2022-04-01,104.138471049967
2022-05-01,103.902075161072
2022-06-01,103.155605897779
2022-07-01,102.134579632758
2022-08-01,101.054429407269
2022-09-01,100.569781129868
2022-10-01,100.669597458308
2022-11-01,100.546323825853
2022-12-01,100.418167045847
2023-01-01,100.348614834575
2023-02-01,100.070133451398
